Match ID	taxonomy	annotation ID	ype	distance	relation	product
CP004569.1/450040-449978(-)	1294366	cds-AJP82480.1	CDS	0	inside s563	['Tkl2p']

CP004579.1/455600-455538(-)	1294376	gene-H824_YJM1450B00225	gene	1027	near	None
CP004579.1/455600-455538(-)	1294376	rna-gnl|McCuskerlabDuke|mrna.H824_YJM1450B00225	mRNA	1027	near	['Lys2p']
CP004579.1/455600-455538(-)	1294376	exon-gnl|McCuskerlabDuke|mrna.H824_YJM1450B00225-1	exon	1027	near	['Lys2p']
CP004579.1/455600-455538(-)	1294376	cds-AJP86310.1	CDS	1027	near	['Lys2p']
CP004579.1/455600-455538(-)	1294376	gene-H824_YJM1450B00226	gene	0	inside s563	None
CP004579.1/455600-455538(-)	1294376	rna-gnl|McCuskerlabDuke|mrna.H824_YJM1450B00226	mRNA	0	inside s563	['Tkl2p']
CP004579.1/455600-455538(-)	1294376	exon-gnl|McCuskerlabDuke|mrna.H824_YJM1450B00226-1	exon	0	inside s563	['Tkl2p']
CP004579.1/455600-455538(-)	1294376	cds-AJP86311.1	CDS	0	inside s563	['Tkl2p']

CP004599.1/451577-451515(-)	1294329	gene-H777_YJM987B00225	gene	1029	near	None
CP004599.1/451577-451515(-)	1294329	rna-gnl|McCuskerlabDuke|mrna.H777_YJM987B00225	mRNA	1029	near	['Lys2p']
CP004599.1/451577-451515(-)	1294329	exon-gnl|McCuskerlabDuke|mrna.H777_YJM987B00225-1	exon	1029	near	['Lys2p']
CP004599.1/451577-451515(-)	1294329	cds-AJP93929.1	CDS	1029	near	['Lys2p']
CP004599.1/451577-451515(-)	1294329	gene-H777_YJM987B00226	gene	0	inside s563	None
CP004599.1/451577-451515(-)	1294329	rna-gnl|McCuskerlabDuke|mrna.H777_YJM987B00226	mRNA	0	inside s563	['Tkl2p']
CP004599.1/451577-451515(-)	1294329	exon-gnl|McCuskerlabDuke|mrna.H777_YJM987B00226-1	exon	0	inside s563	['Tkl2p']
CP004599.1/451577-451515(-)	1294329	cds-AJP93930.1	CDS	0	inside s563	['Tkl2p']

CP004609.1/510082-510020(-)	1294337	gene-H785_YJM1208B00224	gene	1029	near	None
CP004609.1/510082-510020(-)	1294337	rna-gnl|McCuskerlabDuke|mrna.H785_YJM1208B00224	mRNA	1029	near	['Lys2p']
CP004609.1/510082-510020(-)	1294337	exon-gnl|McCuskerlabDuke|mrna.H785_YJM1208B00224-1	exon	1029	near	['Lys2p']
CP004609.1/510082-510020(-)	1294337	cds-AJP97410.1	CDS	1029	near	['Lys2p']
CP004609.1/510082-510020(-)	1294337	gene-H785_YJM1208B00225	gene	0	inside s563	None
CP004609.1/510082-510020(-)	1294337	rna-gnl|McCuskerlabDuke|mrna.H785_YJM1208B00225	mRNA	0	inside s563	['Tkl2p']
CP004609.1/510082-510020(-)	1294337	exon-gnl|McCuskerlabDuke|mrna.H785_YJM1208B00225-1	exon	0	inside s563	['Tkl2p']
CP004609.1/510082-510020(-)	1294337	cds-AJP97411.1	CDS	0	inside s563	['Tkl2p']

CP004619.1/449812-449750(-)	1294308	gene-H752_YJM270B00225	gene	1027	near	None
CP004619.1/449812-449750(-)	1294308	rna-gnl|McCuskerlabDuke|mrna.H752_YJM270B00225	mRNA	1027	near	['Lys2p']
CP004619.1/449812-449750(-)	1294308	exon-gnl|McCuskerlabDuke|mrna.H752_YJM270B00225-1	exon	1027	near	['Lys2p']
CP004619.1/449812-449750(-)	1294308	cds-AJQ01273.1	CDS	1027	near	['Lys2p']
CP004619.1/449812-449750(-)	1294308	gene-H752_YJM270B00226	gene	0	inside s563	None
CP004619.1/449812-449750(-)	1294308	rna-gnl|McCuskerlabDuke|mrna.H752_YJM270B00226	mRNA	0	inside s563	['Tkl2p']
CP004619.1/449812-449750(-)	1294308	exon-gnl|McCuskerlabDuke|mrna.H752_YJM270B00226-1	exon	0	inside s563	['Tkl2p']
CP004619.1/449812-449750(-)	1294308	cds-AJQ01274.1	CDS	0	inside s563	['Tkl2p']

CP004629.1/451167-451105(-)	1294314	gene-H762_YJM541B00227	gene	1029	near	None
CP004629.1/451167-451105(-)	1294314	rna-gnl|McCuskerlabDuke|mrna.H762_YJM541B00227	mRNA	1029	near	['Lys2p']
CP004629.1/451167-451105(-)	1294314	exon-gnl|McCuskerlabDuke|mrna.H762_YJM541B00227-1	exon	1029	near	['Lys2p']
CP004629.1/451167-451105(-)	1294314	cds-AJQ05079.1	CDS	1029	near	['Lys2p']
CP004629.1/451167-451105(-)	1294314	gene-H762_YJM541B00228	gene	0	inside s563	None
CP004629.1/451167-451105(-)	1294314	rna-gnl|McCuskerlabDuke|mrna.H762_YJM541B00228	mRNA	0	inside s563	['Tkl2p']
CP004629.1/451167-451105(-)	1294314	exon-gnl|McCuskerlabDuke|mrna.H762_YJM541B00228-1	exon	0	inside s563	['Tkl2p']
CP004629.1/451167-451105(-)	1294314	cds-AJQ05080.1	CDS	0	inside s563	['Tkl2p']

CP004639.1/451491-451429(-)	1294344	gene-H792_YJM1304B00225	gene	1026	near	None
CP004639.1/451491-451429(-)	1294344	rna-gnl|McCuskerlabDuke|mrna.H792_YJM1304B00225	mRNA	1026	near	['Lys2p']
CP004639.1/451491-451429(-)	1294344	exon-gnl|McCuskerlabDuke|mrna.H792_YJM1304B00225-1	exon	1026	near	['Lys2p']
CP004639.1/451491-451429(-)	1294344	cds-AJQ08915.1	CDS	1026	near	['Lys2p']
CP004639.1/451491-451429(-)	1294344	gene-H792_YJM1304B00226	gene	0	inside s563	None
CP004639.1/451491-451429(-)	1294344	rna-gnl|McCuskerlabDuke|mrna.H792_YJM1304B00226	mRNA	0	inside s563	['Tkl2p']
CP004639.1/451491-451429(-)	1294344	exon-gnl|McCuskerlabDuke|mrna.H792_YJM1304B00226-1	exon	0	inside s563	['Tkl2p']
CP004639.1/451491-451429(-)	1294344	cds-AJQ08916.1	CDS	0	inside s563	['Tkl2p']

CP004649.1/451420-451358(-)	1294354	gene-H802_YJM1356B00224	gene	1027	near	None
CP004649.1/451420-451358(-)	1294354	rna-gnl|McCuskerlabDuke|mrna.H802_YJM1356B00224	mRNA	1027	near	['Lys2p']
CP004649.1/451420-451358(-)	1294354	exon-gnl|McCuskerlabDuke|mrna.H802_YJM1356B00224-1	exon	1027	near	['Lys2p']
CP004649.1/451420-451358(-)	1294354	cds-AJQ12728.1	CDS	1027	near	['Lys2p']
CP004649.1/451420-451358(-)	1294354	gene-H802_YJM1356B00225	gene	0	inside s563	None
CP004649.1/451420-451358(-)	1294354	rna-gnl|McCuskerlabDuke|mrna.H802_YJM1356B00225	mRNA	0	inside s563	['Tkl2p']
CP004649.1/451420-451358(-)	1294354	exon-gnl|McCuskerlabDuke|mrna.H802_YJM1356B00225-1	exon	0	inside s563	['Tkl2p']
CP004649.1/451420-451358(-)	1294354	cds-AJQ12729.1	CDS	0	inside s563	['Tkl2p']

CP004659.1/454375-454313(-)	1294364	gene-H812_YJM1401B00218	gene	1029	near	None
CP004659.1/454375-454313(-)	1294364	rna-gnl|McCuskerlabDuke|mrna.H812_YJM1401B00218	mRNA	1029	near	['Lys2p']
CP004659.1/454375-454313(-)	1294364	exon-gnl|McCuskerlabDuke|mrna.H812_YJM1401B00218-1	exon	1029	near	['Lys2p']
CP004659.1/454375-454313(-)	1294364	cds-AJQ16545.1	CDS	1029	near	['Lys2p']
CP004659.1/454375-454313(-)	1294364	gene-H812_YJM1401B00219	gene	0	inside s563	None
CP004659.1/454375-454313(-)	1294364	rna-gnl|McCuskerlabDuke|mrna.H812_YJM1401B00219	mRNA	0	inside s563	['Tkl2p']
CP004659.1/454375-454313(-)	1294364	exon-gnl|McCuskerlabDuke|mrna.H812_YJM1401B00219-1	exon	0	inside s563	['Tkl2p']
CP004659.1/454375-454313(-)	1294364	cds-AJQ16546.1	CDS	0	inside s563	['Tkl2p']

CP004100.2/448000-447938(-)	1296266	gene-F842_YJM1078B00225	gene	1027	near	None
CP004100.2/448000-447938(-)	1296266	rna-gnl|McCuskerlabDuke|mrna.F842_YJM1078B00225	mRNA	1027	near	['Lys2p']
CP004100.2/448000-447938(-)	1296266	exon-gnl|McCuskerlabDuke|mrna.F842_YJM1078B00225-1	exon	1027	near	['Lys2p']
CP004100.2/448000-447938(-)	1296266	cds-AJP37194.1	CDS	1027	near	['Lys2p']
CP004100.2/448000-447938(-)	1296266	gene-F842_YJM1078B00226	gene	0	inside s563	None
CP004100.2/448000-447938(-)	1296266	rna-gnl|McCuskerlabDuke|mrna.F842_YJM1078B00226	mRNA	0	inside s563	['Tkl2p']
CP004100.2/448000-447938(-)	1296266	exon-gnl|McCuskerlabDuke|mrna.F842_YJM1078B00226-1	exon	0	inside s563	['Tkl2p']
CP004100.2/448000-447938(-)	1296266	cds-AJP37195.1	CDS	0	inside s563	['Tkl2p']

CP004570.2/450421-450359(-)	1294367	gene-H815_YJM1417B00225	gene	1027	near	None
CP004570.2/450421-450359(-)	1294367	rna-gnl|McCuskerlabDuke|mrna.H815_YJM1417B00225	mRNA	1027	near	['Lys2p']
CP004570.2/450421-450359(-)	1294367	exon-gnl|McCuskerlabDuke|mrna.H815_YJM1417B00225-1	exon	1027	near	['Lys2p']
CP004570.2/450421-450359(-)	1294367	cds-AJP82867.1	CDS	1027	near	['Lys2p']
CP004570.2/450421-450359(-)	1294367	gene-H815_YJM1417B00226	gene	0	inside s563	None
CP004570.2/450421-450359(-)	1294367	rna-gnl|McCuskerlabDuke|mrna.H815_YJM1417B00226	mRNA	0	inside s563	['Tkl2p']
CP004570.2/450421-450359(-)	1294367	exon-gnl|McCuskerlabDuke|mrna.H815_YJM1417B00226-1	exon	0	inside s563	['Tkl2p']
CP004570.2/450421-450359(-)	1294367	cds-AJP82868.1	CDS	0	inside s563	['Tkl2p']

CP004600.2/451173-451111(-)	1294330	gene-H778_YJM990B00225	gene	1027	near	None
CP004600.2/451173-451111(-)	1294330	rna-gnl|McCuskerlabDuke|mrna.H778_YJM990B00225	mRNA	1027	near	['Lys2p']
CP004600.2/451173-451111(-)	1294330	exon-gnl|McCuskerlabDuke|mrna.H778_YJM990B00225-1	exon	1027	near	['Lys2p']
CP004600.2/451173-451111(-)	1294330	cds-AJP94319.1	CDS	1027	near	['Lys2p']
CP004600.2/451173-451111(-)	1294330	gene-H778_YJM990B00226	gene	0	inside s563	None
CP004600.2/451173-451111(-)	1294330	rna-gnl|McCuskerlabDuke|mrna.H778_YJM990B00226	mRNA	0	inside s563	['Tkl2p']
CP004600.2/451173-451111(-)	1294330	exon-gnl|McCuskerlabDuke|mrna.H778_YJM990B00226-1	exon	0	inside s563	['Tkl2p']
CP004600.2/451173-451111(-)	1294330	cds-AJP94320.1	CDS	0	inside s563	['Tkl2p']

CP004610.2/449102-449040(-)	1294338	gene-H786_YJM1242B00224	gene	1027	near	None
CP004610.2/449102-449040(-)	1294338	rna-gnl|McCuskerlabDuke|mrna.H786_YJM1242B00224	mRNA	1027	near	['Lys2p']
CP004610.2/449102-449040(-)	1294338	exon-gnl|McCuskerlabDuke|mrna.H786_YJM1242B00224-1	exon	1027	near	['Lys2p']
CP004610.2/449102-449040(-)	1294338	cds-AJP97796.1	CDS	1027	near	['Lys2p']
CP004610.2/449102-449040(-)	1294338	gene-H786_YJM1242B00225	gene	0	inside s563	None
CP004610.2/449102-449040(-)	1294338	rna-gnl|McCuskerlabDuke|mrna.H786_YJM1242B00225	mRNA	0	inside s563	['Tkl2p']
CP004610.2/449102-449040(-)	1294338	exon-gnl|McCuskerlabDuke|mrna.H786_YJM1242B00225-1	exon	0	inside s563	['Tkl2p']
CP004610.2/449102-449040(-)	1294338	cds-AJP97797.1	CDS	0	inside s563	['Tkl2p']

CP004630.2/448182-448120(-)	1294315	gene-H763_YJM554B00224	gene	1029	near	None
CP004630.2/448182-448120(-)	1294315	rna-gnl|McCuskerlabDuke|mrna.H763_YJM554B00224	mRNA	1029	near	['Lys2p']
CP004630.2/448182-448120(-)	1294315	exon-gnl|McCuskerlabDuke|mrna.H763_YJM554B00224-1	exon	1029	near	['Lys2p']
CP004630.2/448182-448120(-)	1294315	cds-AJQ05465.1	CDS	1029	near	['Lys2p']
CP004630.2/448182-448120(-)	1294315	gene-H763_YJM554B00225	gene	0	inside s563	None
CP004630.2/448182-448120(-)	1294315	rna-gnl|McCuskerlabDuke|mrna.H763_YJM554B00225	mRNA	0	inside s563	['Tkl2p']
CP004630.2/448182-448120(-)	1294315	exon-gnl|McCuskerlabDuke|mrna.H763_YJM554B00225-1	exon	0	inside s563	['Tkl2p']
CP004630.2/448182-448120(-)	1294315	cds-AJQ05466.1	CDS	0	inside s563	['Tkl2p']

CP004640.2/450427-450365(-)	1294345	gene-H793_YJM1307B00224	gene	1027	near	None
CP004640.2/450427-450365(-)	1294345	rna-gnl|McCuskerlabDuke|mrna.H793_YJM1307B00224	mRNA	1027	near	['Lys2p']
CP004640.2/450427-450365(-)	1294345	exon-gnl|McCuskerlabDuke|mrna.H793_YJM1307B00224-1	exon	1027	near	['Lys2p']
CP004640.2/450427-450365(-)	1294345	cds-AJQ09301.1	CDS	1027	near	['Lys2p']
CP004640.2/450427-450365(-)	1294345	gene-H793_YJM1307B00225	gene	0	inside s563	None
CP004640.2/450427-450365(-)	1294345	rna-gnl|McCuskerlabDuke|mrna.H793_YJM1307B00225	mRNA	0	inside s563	['Tkl2p']
CP004640.2/450427-450365(-)	1294345	exon-gnl|McCuskerlabDuke|mrna.H793_YJM1307B00225-1	exon	0	inside s563	['Tkl2p']
CP004640.2/450427-450365(-)	1294345	cds-AJQ09302.1	CDS	0	inside s563	['Tkl2p']

CP004650.2/452525-452463(-)	1294355	gene-H803_YJM1381B00225	gene	1027	near	None
CP004650.2/452525-452463(-)	1294355	rna-gnl|McCuskerlabDuke|mrna.H803_YJM1381B00225	mRNA	1027	near	['Lys2p']
CP004650.2/452525-452463(-)	1294355	exon-gnl|McCuskerlabDuke|mrna.H803_YJM1381B00225-1	exon	1027	near	['Lys2p']
CP004650.2/452525-452463(-)	1294355	cds-AJQ13116.1	CDS	1027	near	['Lys2p']
CP004650.2/452525-452463(-)	1294355	gene-H803_YJM1381B00226	gene	0	inside s563	None
CP004650.2/452525-452463(-)	1294355	rna-gnl|McCuskerlabDuke|mrna.H803_YJM1381B00226	mRNA	0	inside s563	['Tkl2p']
CP004650.2/452525-452463(-)	1294355	exon-gnl|McCuskerlabDuke|mrna.H803_YJM1381B00226-1	exon	0	inside s563	['Tkl2p']
CP004650.2/452525-452463(-)	1294355	cds-AJQ13117.1	CDS	0	inside s563	['Tkl2p']

CP004590.2/457571-457509(-)	1294387	gene-H835_YJM1592B00225	gene	1029	near	None
CP004590.2/457571-457509(-)	1294387	rna-gnl|McCuskerlabDuke|mrna.H835_YJM1592B00225	mRNA	1029	near	['Lys2p']
CP004590.2/457571-457509(-)	1294387	exon-gnl|McCuskerlabDuke|mrna.H835_YJM1592B00225-1	exon	1029	near	['Lys2p']
CP004590.2/457571-457509(-)	1294387	cds-AJP90439.1	CDS	1029	near	['Lys2p']
CP004590.2/457571-457509(-)	1294387	gene-H835_YJM1592B00226	gene	0	inside s563	None
CP004590.2/457571-457509(-)	1294387	rna-gnl|McCuskerlabDuke|mrna.H835_YJM1592B00226	mRNA	0	inside s563	['Tkl2p']
CP004590.2/457571-457509(-)	1294387	exon-gnl|McCuskerlabDuke|mrna.H835_YJM1592B00226-1	exon	0	inside s563	['Tkl2p']
CP004590.2/457571-457509(-)	1294387	cds-AJP90440.1	CDS	0	inside s563	['Tkl2p']

CP004580.2/448741-448679(-)	1294377	gene-H825_YJM1460B00224	gene	1029	near	None
CP004580.2/448741-448679(-)	1294377	rna-gnl|McCuskerlabDuke|mrna.H825_YJM1460B00224	mRNA	1029	near	['Lys2p']
CP004580.2/448741-448679(-)	1294377	exon-gnl|McCuskerlabDuke|mrna.H825_YJM1460B00224-1	exon	1029	near	['Lys2p']
CP004580.2/448741-448679(-)	1294377	cds-AJP86692.1	CDS	1029	near	['Lys2p']
CP004580.2/448741-448679(-)	1294377	gene-H825_YJM1460B00225	gene	0	inside s563	None
CP004580.2/448741-448679(-)	1294377	rna-gnl|McCuskerlabDuke|mrna.H825_YJM1460B00225	mRNA	0	inside s563	['Tkl2p']
CP004580.2/448741-448679(-)	1294377	exon-gnl|McCuskerlabDuke|mrna.H825_YJM1460B00225-1	exon	0	inside s563	['Tkl2p']
CP004580.2/448741-448679(-)	1294377	cds-AJP86693.1	CDS	0	inside s563	['Tkl2p']

CP004620.2/454007-453945(-)	1294309	gene-H753_YJM271B00226	gene	1029	near	None
CP004620.2/454007-453945(-)	1294309	rna-gnl|McCuskerlabDuke|mrna.H753_YJM271B00226	mRNA	1029	near	['Lys2p']
CP004620.2/454007-453945(-)	1294309	exon-gnl|McCuskerlabDuke|mrna.H753_YJM271B00226-1	exon	1029	near	['Lys2p']
CP004620.2/454007-453945(-)	1294309	cds-AJQ01656.1	CDS	1029	near	['Lys2p']
CP004620.2/454007-453945(-)	1294309	gene-H753_YJM271B00227	gene	0	inside s563	None
CP004620.2/454007-453945(-)	1294309	rna-gnl|McCuskerlabDuke|mrna.H753_YJM271B00227	mRNA	0	inside s563	['Tkl2p']
CP004620.2/454007-453945(-)	1294309	exon-gnl|McCuskerlabDuke|mrna.H753_YJM271B00227-1	exon	0	inside s563	['Tkl2p']
CP004620.2/454007-453945(-)	1294309	cds-AJQ01657.1	CDS	0	inside s563	['Tkl2p']

CP004611.2/448739-448677(-)	1294339	gene-H787_YJM1244B00224	gene	1027	near	None
CP004611.2/448739-448677(-)	1294339	rna-gnl|McCuskerlabDuke|mrna.H787_YJM1244B00224	mRNA	1027	near	['Lys2p']
CP004611.2/448739-448677(-)	1294339	exon-gnl|McCuskerlabDuke|mrna.H787_YJM1244B00224-1	exon	1027	near	['Lys2p']
CP004611.2/448739-448677(-)	1294339	cds-AJP98183.1	CDS	1027	near	['Lys2p']
CP004611.2/448739-448677(-)	1294339	gene-H787_YJM1244B00225	gene	0	inside s563	None
CP004611.2/448739-448677(-)	1294339	rna-gnl|McCuskerlabDuke|mrna.H787_YJM1244B00225	mRNA	0	inside s563	['Tkl2p']
CP004611.2/448739-448677(-)	1294339	exon-gnl|McCuskerlabDuke|mrna.H787_YJM1244B00225-1	exon	0	inside s563	['Tkl2p']
CP004611.2/448739-448677(-)	1294339	cds-AJP98184.1	CDS	0	inside s563	['Tkl2p']

CP004621.2/448250-448188(-)	947042	gene-H754_YJM320B00225	gene	1029	near	None
CP004621.2/448250-448188(-)	947042	rna-gnl|McCuskerlabDuke|mrna.H754_YJM320B00225	mRNA	1029	near	['Lys2p']
CP004621.2/448250-448188(-)	947042	exon-gnl|McCuskerlabDuke|mrna.H754_YJM320B00225-1	exon	1029	near	['Lys2p']
CP004621.2/448250-448188(-)	947042	cds-AJQ02044.1	CDS	1029	near	['Lys2p']
CP004621.2/448250-448188(-)	947042	gene-H754_YJM320B00226	gene	0	inside s563	None
CP004621.2/448250-448188(-)	947042	rna-gnl|McCuskerlabDuke|mrna.H754_YJM320B00226	mRNA	0	inside s563	['Tkl2p']
CP004621.2/448250-448188(-)	947042	exon-gnl|McCuskerlabDuke|mrna.H754_YJM320B00226-1	exon	0	inside s563	['Tkl2p']
CP004621.2/448250-448188(-)	947042	cds-AJQ02045.1	CDS	0	inside s563	['Tkl2p']

CP004631.2/450875-450813(-)	1294316	gene-H764_YJM555B00225	gene	1029	near	None
CP004631.2/450875-450813(-)	1294316	rna-gnl|McCuskerlabDuke|mrna.H764_YJM555B00225	mRNA	1029	near	['Lys2p']
CP004631.2/450875-450813(-)	1294316	exon-gnl|McCuskerlabDuke|mrna.H764_YJM555B00225-1	exon	1029	near	['Lys2p']
CP004631.2/450875-450813(-)	1294316	cds-AJQ05851.1	CDS	1029	near	['Lys2p']
CP004631.2/450875-450813(-)	1294316	gene-H764_YJM555B00226	gene	0	inside s563	None
CP004631.2/450875-450813(-)	1294316	rna-gnl|McCuskerlabDuke|mrna.H764_YJM555B00226	mRNA	0	inside s563	['Tkl2p']
CP004631.2/450875-450813(-)	1294316	exon-gnl|McCuskerlabDuke|mrna.H764_YJM555B00226-1	exon	0	inside s563	['Tkl2p']
CP004631.2/450875-450813(-)	1294316	cds-AJQ05852.1	CDS	0	inside s563	['Tkl2p']

CP004641.2/451351-451289(-)	1294346	gene-H794_YJM1311B00227	gene	1029	near	None
CP004641.2/451351-451289(-)	1294346	rna-gnl|McCuskerlabDuke|mrna.H794_YJM1311B00227	mRNA	1029	near	['Lys2p']
CP004641.2/451351-451289(-)	1294346	exon-gnl|McCuskerlabDuke|mrna.H794_YJM1311B00227-1	exon	1029	near	['Lys2p']
CP004641.2/451351-451289(-)	1294346	cds-AJQ09685.1	CDS	1029	near	['Lys2p']
CP004641.2/451351-451289(-)	1294346	gene-H794_YJM1311B00228	gene	0	inside s563	None
CP004641.2/451351-451289(-)	1294346	rna-gnl|McCuskerlabDuke|mrna.H794_YJM1311B00228	mRNA	0	inside s563	['Tkl2p']
CP004641.2/451351-451289(-)	1294346	exon-gnl|McCuskerlabDuke|mrna.H794_YJM1311B00228-1	exon	0	inside s563	['Tkl2p']
CP004641.2/451351-451289(-)	1294346	cds-AJQ09686.1	CDS	0	inside s563	['Tkl2p']

CP004651.2/451716-451654(-)	1294356	gene-H804_YJM1383B00224	gene	1027	near	None
CP004651.2/451716-451654(-)	1294356	rna-gnl|McCuskerlabDuke|mrna.H804_YJM1383B00224	mRNA	1027	near	['Lys2p']
CP004651.2/451716-451654(-)	1294356	exon-gnl|McCuskerlabDuke|mrna.H804_YJM1383B00224-1	exon	1027	near	['Lys2p']
CP004651.2/451716-451654(-)	1294356	cds-AJQ13501.1	CDS	1027	near	['Lys2p']
CP004651.2/451716-451654(-)	1294356	gene-H804_YJM1383B00225	gene	0	inside s563	None
CP004651.2/451716-451654(-)	1294356	rna-gnl|McCuskerlabDuke|mrna.H804_YJM1383B00225	mRNA	0	inside s563	['Tkl2p']
CP004651.2/451716-451654(-)	1294356	exon-gnl|McCuskerlabDuke|mrna.H804_YJM1383B00225-1	exon	0	inside s563	['Tkl2p']
CP004651.2/451716-451654(-)	1294356	cds-AJQ13502.1	CDS	0	inside s563	['Tkl2p']

CP004601.2/452909-452847(-)	1294331	gene-H779_YJM993B00224	gene	1027	near	None
CP004601.2/452909-452847(-)	1294331	rna-gnl|McCuskerlabDuke|mrna.H779_YJM993B00224	mRNA	1027	near	['Lys2p']
CP004601.2/452909-452847(-)	1294331	exon-gnl|McCuskerlabDuke|mrna.H779_YJM993B00224-1	exon	1027	near	['Lys2p']
CP004601.2/452909-452847(-)	1294331	cds-AHY74595.1	CDS	1027	near	['Lys2p']
CP004601.2/452909-452847(-)	1294331	gene-H779_YJM993B00225	gene	0	inside s563	None
CP004601.2/452909-452847(-)	1294331	rna-gnl|McCuskerlabDuke|mrna.H779_YJM993B00225	mRNA	0	inside s563	['Tkl2p']
CP004601.2/452909-452847(-)	1294331	exon-gnl|McCuskerlabDuke|mrna.H779_YJM993B00225-1	exon	0	inside s563	['Tkl2p']
CP004601.2/452909-452847(-)	1294331	cds-AHY74596.1	CDS	0	inside s563	['Tkl2p']

CP004572.2/447887-447825(-)	1294369	gene-H817_YJM1419B00226	gene	1027	near	None
CP004572.2/447887-447825(-)	1294369	rna-gnl|McCuskerlabDuke|mrna.H817_YJM1419B00226	mRNA	1027	near	['Lys2p']
CP004572.2/447887-447825(-)	1294369	exon-gnl|McCuskerlabDuke|mrna.H817_YJM1419B00226-1	exon	1027	near	['Lys2p']
CP004572.2/447887-447825(-)	1294369	cds-AJP83645.1	CDS	1027	near	['Lys2p']
CP004572.2/447887-447825(-)	1294369	gene-H817_YJM1419B00227	gene	0	inside s563	None
CP004572.2/447887-447825(-)	1294369	rna-gnl|McCuskerlabDuke|mrna.H817_YJM1419B00227	mRNA	0	inside s563	['Tkl2p']
CP004572.2/447887-447825(-)	1294369	exon-gnl|McCuskerlabDuke|mrna.H817_YJM1419B00227-1	exon	0	inside s563	['Tkl2p']
CP004572.2/447887-447825(-)	1294369	cds-AJP83646.1	CDS	0	inside s563	['Tkl2p']

CP004582.2/449076-449014(-)	1294379	gene-H827_YJM1477B00224	gene	1027	near	None
CP004582.2/449076-449014(-)	1294379	rna-gnl|McCuskerlabDuke|mrna.H827_YJM1477B00224	mRNA	1027	near	['Lys2p']
CP004582.2/449076-449014(-)	1294379	exon-gnl|McCuskerlabDuke|mrna.H827_YJM1477B00224-1	exon	1027	near	['Lys2p']
CP004582.2/449076-449014(-)	1294379	cds-AJP87463.1	CDS	1027	near	['Lys2p']
CP004582.2/449076-449014(-)	1294379	gene-H827_YJM1477B00225	gene	0	inside s563	None
CP004582.2/449076-449014(-)	1294379	rna-gnl|McCuskerlabDuke|mrna.H827_YJM1477B00225	mRNA	0	inside s563	['Tkl2p']
CP004582.2/449076-449014(-)	1294379	exon-gnl|McCuskerlabDuke|mrna.H827_YJM1477B00225-1	exon	0	inside s563	['Tkl2p']
CP004582.2/449076-449014(-)	1294379	cds-AJP87464.1	CDS	0	inside s563	['Tkl2p']

CP004592.2/448852-448790(-)	1294322	gene-H770_YJM693B00225	gene	1028	near	None
CP004592.2/448852-448790(-)	1294322	rna-gnl|McCuskerlabDuke|mrna.H770_YJM693B00225	mRNA	1028	near	['Lys2p']
